RANK2016;RANK2015;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
491-500;601-650;UNIVERSITÉ SAINT-JOSEPH DE BEYROUTH;LB;M;FC;MD;5;B;-;-;-;-;80,3;121;2,2;401+;61,6;254;8,4;401+;25,4
491-500;451-460;UNIVERSITY OF NEBRASKA;US;L;CO;VH;5;A;-;-;-;-;24,9;401+;38,7;311;77,4;195;30,6;401+;25,2
491-500;501-550;UNIVERSITY OF SOUTH FLORIDA;US;XL;CO;VH;4;A;-;-;-;-;13;401+;53,3;206;49,5;303;26,1;401+;25,3
491-500;601-650;YOKOHAMA CITY UNIVERSITY;JP;S;CO;VH;5;A;-;-;-;-;99,6;28;10,1;401+;5;401+;3,2;401+;25,5
501-550;441-450;ABO AKADEMI UNIVERSITY;FI;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;;AMIRKABIR UNIVERSITY OF TECHNOLOGY;IR;L;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;ATENEO DE MANILA UNIVERSITY;PH;L;FC;LO;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;CHONBUK NATIONAL UNIVERSITY;KR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;461-470;CITY UNIVERSITY OF NEW YORK;US;XL;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;451-460;CZECH TECHNICAL UNIVERSITY IN PRAGUE;CZ;L;SP;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;DREXEL UNIVERSITY;US;L;FC;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;471-480;INSTITUTO TECNOLÓGICO DE BUENOS AIRES (ITBA);AR;S;CO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;601-650;KAZAKH NATIONAL PEDAGOGICAL UNIVERSITY ABAI;KZ;M;CO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;KAZAN FEDERAL UNIVERSITY;RU;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;KING KHALID UNIVERSITY;SA;XL;FC;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;471-480;KINGSTON UNIVERSITY, LONDON;UK;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG;DE;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;MICHIGAN TECHNOLOGICAL UNIVERSITY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;MURDOCH UNIVERSITY;AU;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;NAGASAKI UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;NATIONAL CHUNG HSING UNIVERSITY;TW;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD;PK;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;OKAYAMA UNIVERSITY;JP;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;PONTIFICIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC-SP);BR;M;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC - RIO;BR;L;CO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;;SEJONG UNIVERSITY ;KR;M;CO;VH;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;SHANDONG UNIVERSITY;CN;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;461-470;SOUTHEAST UNIVERSITY;CN;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;491-500;TULANE UNIVERSITY;US;M;FC;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;UMM AL-QURA UNIVERSITY (UQU);SA;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;461-470;UNIVERSIDAD DE GRANADA;ES;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;UNIVERSIDAD DE SAN ANDRÉS;AR;S;SP;LO;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;481-490;"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""";BR;XL;FC;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;491-500;UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP);BR;L;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;UNIVERSITAS GADJAH MADA;ID;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;451-460;UNIVERSITÄT BAYREUTH;DE;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;UNIVERSITÄT DES SAARLANDES;DE;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  384=;UNIVERSITÄT LEIPZIG;DE;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;461-470;UNIVERSITÄT REGENSBURG;DE;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;481-490;UNIVERSITÉ CLAUDE BERNARD LYON 1;FR;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;441-450;UNIVERSITÉ DE BORDEAUX;FR;XL;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;431-440;UNIVERSITÉ DU QUÉBEC;CA;XL;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;471-480;UNIVERSITÉ LILLE 1, SCIENCES ET TECHNOLOGIE;FR;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;481-490;UNIVERSITY OF DELHI;IN;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;471-480;UNIVERSITY OF GUELPH;CA;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;UNIVERSITY OF KENTUCKY;US;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;471-480;UNIVERSITY OF LIMERICK (UL);IE;M;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;651-700;UNIVERSITY OF MACAU;MO;M;FO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;551-600;UNIVERSITY OF MANITOBA;CA;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;;UNIVERSITY OF MONS ;BE;M;CO;VH;;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;501-550;UNIVERSITY OF SZEGED;HU;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;441-450;UNIVERSITY OF TAMPERE;FI;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;AMERICAN UNIVERSITY IN DUBAI;AE;S;FO;MD;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;CAIRO UNIVERSITY;EG;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;CARLETON UNIVERSITY;CA;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;CHARLES DARWIN UNIVERSITY ;AU;M;CO;HI;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;CHIANG MAI UNIVERSITY;TH;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;CHIBA UNIVERSITY;JP;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;COLLEGE OF WILLIAM & MARY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;EAST CHINA NORMAL UNIVERSITY;CN;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;651-700;FAR EASTERN FEDERAL UNIVERSITY;RU;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;FLINDERS UNIVERSITY;AU;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;651-700;HOWARD UNIVERSITY;US;M;FC;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;INHA UNIVERSITY;KR;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;JOHANNES KEPLER UNIVERSITÄT LINZ (JKU);AT;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  701+;KAGOSHIMA UNIVERSITY;JP;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;KANAZAWA UNIVERSITY;JP;M;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;KEELE UNIVERSITY ;UK;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;KUMAMOTO UNIVERSITY;JP;M;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;LANZHOU UNIVERSITY;CN;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;NATIONAL RESEARCH SARATOV STATE UNIVERSITY;RU;M;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY;TW;M;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""";UA;L;FO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;491-500;PHILIPPS-UNIVERSITÄT MARBURG ;DE;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;461-470;POLITÉCNICA DE MADRID;ES;XL;SP;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;RHODES UNIVERSITY ;ZA;S;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;491-500;SICHUAN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;SOUTH CHINA UNIVERSITY OF TECHNOLOGY;CN;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;SOUTHERN FEDERAL UNIVERSITY;RU;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;SYRACUSE UNIVERSITY;US;L;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;491-500;TECHNISCHE UNIVERSITÄT DORTMUND;DE;L;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY ;JP;M;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSIDAD NACIONAL DE LA PLATA;AR;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSIDADE DE SANTIAGO DE COMPOSTELA;ES;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSIDADE FEDERAL DE MINAS GERAIS;BR;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITÀ DEGLI STUDI DI PAVIA (UNIPV);IT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITÀ DEGLI STUDI DI TORINO (UNITO);IT;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITAT DE VALENCIA;ES;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF BRADFORD;UK;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF CANBERRA ;AU;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITY OF CINCINNATI;US;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF HULL;UK;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;601-650;UNIVERSITY OF JORDAN;JO;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF MASSACHUSETTS, BOSTON ;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITY OF MISSOURI, COLUMBIA;US;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITY OF OREGON;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITY OF PRETORIA;ZA;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING;CN;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;501-550;UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA;US;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF TEHRAN;IR;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;651-700;UNIVERSITY OF ULSAN ;KR;L;FC;VH;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;551-600;UNIVERSITY OF VERMONT;US;M;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;651-700;WESTERN SYDNEY UNIVERSITY;AU;XL;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;651-700;AJOU UNIVERSITY ;KR;M;FC;VH;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;BAR-ILAN UNIVERSITY;IL;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;;CENTRAL QUEENSLAND UNIVERSITY ;AU;M;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;651-700;CHONNAM NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;CLARKSON UNIVERSITY;US;S;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;EOTVOS LORAND UNIVERSITY;HU;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  701+;HALLYM UNIVERSITY ;KR;M;FC;HI;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;INSTITUTO TECNOLÓGICO AUTONOMO DE MÉXICO (ITAM);MX;M;FO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM);MY;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;LINGNAN UNIVERSITY (HONG KONG);HK;S;SP;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  701+;M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY;KZ;L;CO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;MASARYK UNIVERSITY;CZ;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;651-700;MIDDLESEX UNIVERSITY;UK;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  701+;"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""";RU;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;NEW SCHOOL UNIVERSITY;US;M;FO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO;CL;L;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;RUDN UNIVERSITY;RU;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;TALLINN UNIVERSITY OF TECHNOLOGY;EE;M;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;THAMMASAT UNIVERSITY;TH;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;501-550;UNIVERSIDAD CATÓLICA ANDRÉS BELLO - UCAB;VE;L;FO;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSIDAD DE ALCALÁ;ES;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSIDAD DE ANTIOQUIA;CO;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSIDAD DE CONCEPCIÓN;CL;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSIDAD DE MONTEVIDEO;UY;S;FC;LO;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;501-550;UNIVERSIDAD DE SEVILLA;ES;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSIDAD NACIONAL DE CÓRDOBA;AR;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSIDAD TORCUATO DI TELLA;AR;S;SP;LO;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;491-500;UNIVERSIDADE DE BRASILIA;BR;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;501-550;UNIVERSITÄT BIELEFELD;DE;L;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITÄT DUISBURG-ESSEN;DE;XL;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITÄT DÜSSELDORF;DE;L;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;501-550;UNIVERSITÉ DE RENNES 1;FR;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITÉ DE SHERBROOKE;CA;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITÉ NICE SOPHIA-ANTIPOLIS;FR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITÉ PANTHÉON-ASSAS (PARIS 2);FR;L;SP;LO;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;;UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS);MY;M;SP;VH;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITY OF ALABAMA;US;XL;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;651-700;UNIVERSITY OF BAGHDAD;IQ;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;501-550;UNIVERSITY OF HOUSTON;US;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITY OF JOHANNESBURG ;ZA;L;CO;HI;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITY OF LJUBLJANA;SI;XL;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITY OF MISSISSIPPI;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITY OF NEW HAMPSHIRE;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITY OF PORTSMOUTH;UK;L;CO;HI;;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;UNIVERSITY OF SEOUL ;KR;M;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;UNIVERSITY OF ULSTER;UK;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;601-650;URAL FEDERAL UNIVERSITY;RU;L;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;651-700;WARSAW UNIVERSITY OF TECHNOLOGY;PL;XL;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;551-600;WORCESTER POLYTECHNIC INSTITUTE;US;M;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;551-600;AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY;SA;XL;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;;BEIJING UNIVERSITY OF TECHNOLOGY;CN;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;BRIGHAM YOUNG UNIVERSITY;US;L;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;BRNO UNIVERSITY OF TECHNOLOGY;CZ;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;COMENIUS UNIVERSITY IN BRATISLAVA;SK;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;COVENTRY UNIVERSITY;UK;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;DUBLIN INSTITUTE OF TECHNOLOGY (DIT);IE;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;GEORGE MASON UNIVERSITY;US;L;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;GIFU UNIVERSITY;JP;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;551-600;ISTANBUL TECHNICAL UNIVERSITY;TR;XL;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;JO;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;JUSTUS-LIEBIG-UNIVERSITÄT GIEßEN;DE;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;KAZAKH-BRITISH TECHNICAL UNIVERSITY;KZ;S;FO;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;KYUNGPOOK NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;LEBANESE AMERICAN UNIVERSITY;LB;M;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;LONDON METROPOLITAN UNIVERSITY;UK;M;CO;HI;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;LOUISIANA STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;551-600;MAYNOOTH UNIVERSITY;IE;M;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;MEMORIAL UNIVERSITY OF NEWFOUNDLAND;CA;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS;GR;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;OSAKA CITY UNIVERSITY;JP;M;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;OSAKA PREFECTURE UNIVERSITY ;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;;PALACKÝ UNIVERSITY IN OLOMOUC;CZ;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK;US;M;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""";BG;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;STEVENS INSTITUTE OF TECHNOLOGY;US;M;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;TEMPLE UNIVERSITY;US;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;UNIVERSIDAD ADOLFO IBÁÑEZ;CL;M;FO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;UNIVERSIDAD ANAHUAC;MX;L;CO;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;UNIVERSIDAD CENTRAL DE VENEZUELA (UCV);VE;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;UNIVERSIDAD DE LA SABANA;CO;M;FC;MD;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;551-600;UNIVERSIDAD DE SALAMANCA;ES;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;UNIVERSIDAD IBEROAMERICANA (UIA);MX;L;FC;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;651-700;UNIVERSIDADE FEDERAL DE SÃO CARLOS;BR;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  701+;UNIVERSITÀ DEGLI STUDI DI MODENA E REGGIO EMILIA;IT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;551-600;UNIVERSITÄT ROSTOCK;DE;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;UNIVERSITY AT ALBANY SUNY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;601-650;UNIVERSITY OF CALCUTTA;IN;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;501-550;UNIVERSITY OF CRETE;GR;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
